name,time,last_buy_price,stop_loss_percent,close,highest_price,matr,matr_multi
913323573,2018-09-14 09:34:00,285.65,0.9526774928580751,279.38,288.7,7.095234419241837,1.2117876311338711
913323368,2018-09-17 09:31:00,348.11,0.9527502863576224,340.32,349.0376,5.381469413854167,1.560195418068069
913323916,2018-09-17 09:32:00,75.255,0.9677734425799255,76.57,78.0,1.5521773186076986,0.789810634822816
913255610,2018-09-17 09:51:00,91.99,0.9744958613125897,91.91,93.42,2.434980870995573,0.5700643506044332
913257170,2018-09-17 10:49:00,27.9,0.9652028509080542,27.78,28.53,0.7425633158761048,0.9535069321575511
913255699,2018-09-17 14:57:00,123.46,0.9273657966494586,120.41,129.23,4.0521915431603075,2.1684379156948776
913256187,2018-09-17 15:14:00,150.355,0.934413995593669,147.55,154.06,3.5367842720357783,1.8278410428531933
913256186,2018-09-17 15:33:00,186.79,0.9258471630050031,184.06,190.33,2.83065625171791,2.2053667059297726
913323457,2018-09-18 09:53:00,68.71,0.9655108971777923,70.29,71.38,1.1954028458711075,0.8977647868470215
913256311,2018-09-19 09:31:00,66.68,0.8806799296751057,52.201,67.04,1.0216802833204315,5.101442785686618
913323516,2018-09-19 09:36:00,7.195,0.9483166106029157,7.04,7.23,0.11152251471582646,1.4383932212996158
913254465,2018-09-19 10:12:00,146.27,0.926444248669237,141.0075,153.08,4.308371060665776,2.797245726565218
913256965,2018-09-19 10:17:00,117.425,0.9282985890340354,117.04,120.77,1.6276721362873727,2.284191059825046
913323444,2018-09-19 10:51:00,74.61,0.9464305883373458,73.65,74.85,0.7331959600964842,1.5945790048550275
913324210,2018-09-19 11:24:00,120.72,0.9495637194518594,120.36,122.8,1.3795886325732438,1.7494029382498772
913324581,2018-09-19 11:35:00,48.74,0.9121687231326094,47.285,48.835,0.5922089187745067,2.5933953163904504
913256365,2018-09-19 12:10:00,215.14,0.939427945207493,210.655,215.45,2.49516964642561,1.9106528156903804
913256419,2018-09-20 09:45:00,34.37,0.9653045898420531,33.94,34.53,0.5886678302060416,0.9949609657033992
913323312,2018-09-21 09:31:00,27.280000000000005,0.9703109113043564,28.02,28.67,0.717496207044543,0.8547367315160654
913256281,2018-09-21 13:04:00,99.47,0.9398269972497554,97.8,101.44,1.9791915897028718,1.7833074304048655
913255758,2018-09-24 10:57:00,89.835,0.9329807005733677,87.66,90.47,1.2827345132532704,2.159667011562587
913323558,2018-09-28 09:31:00,90.55,0.9612318134399528,89.66,91.41,1.9366268173143497,0.8608053874432263
913256616,2018-10-01 09:49:00,146.045,0.9195494870751132,136.49,148.5576,4.082166351034785,2.900500341173946
913257106,2018-10-02 15:00:00,98.3,0.9441477690791603,97.04,100.585,1.5904327531897071,2.2252534395768557
913323467,2018-10-04 09:33:00,153.72,0.9533143707034852,160.195,164.5799,3.4868065860225967,1.2264536904183083
913323930,2018-10-04 09:37:00,352.575,0.9311975370520567,344.42,362.32,14.879378690422346,1.1929453698507049
913256422,2018-10-05 09:41:00,130.46,0.8829269351603325,125.82,135.69,2.357558316095446,4.1344514397676075
913256171,2018-10-05 12:27:00,136.435,0.9284078262641403,131.1605,136.69,3.335713933150961,1.5865034752137548
913257070,2018-10-08 09:31:00,115.16,0.9618584995516565,112.59,115.75,2.7773264230227195,0.9560226097702855
913324581,2018-10-23 10:58:00,48.35,0.9708186756806998,48.83,49.38,0.7633863201126271,0.6877773237578014
913256281,2018-11-09 09:50:00,99.03,0.9314219696995528,96.14,101.72,3.927902483193729,1.4082230590427667
913256260,2018-11-09 13:59:00,45.22,0.9744994907304365,45.86,46.73,1.268488316616628,0.6794888299136123
913257399,2018-11-15 09:31:00,93.83289999999998,0.9813064163103968,91.27,95.15,3.224760591287371,0.47028874140290106
913323368,2018-11-20 09:31:00,343.3450000000001,0.948964671620979,344.9995,358.42,9.289254859575953,1.007036919143307
913323573,2018-11-20 09:31:00,319.16,0.9228168398494773,303.395,322.13,9.783034088259472,1.5123748883602184
913256186,2018-11-21 09:36:00,155.26,0.9904069925383401,152.18,0.0,5.9430162328706615,0.225430192399452
913324210,2018-11-21 09:40:00,123.89000000000001,0.935283835725666,120.59,124.5,2.5470542586612845,1.4870274920010706
913256186,2018-11-21 09:41:00,153.86,0.9904069925383401,152.23,0.0,5.9430162328706615,0.225430192399452
913256955,2018-11-27 09:33:00,75.34,0.9663314711527512,74.13,75.8,2.4920047877257048,0.6428381642307391
913324169,2018-12-04 09:33:00,55.14,0.9823699240865376,56.58,57.24,1.557728640669776,0.2969151214337016
913323461,2018-12-04 09:43:00,158.24,0.9877300371482192,156.27,0.0,5.3451215335460045,0.17686275178341349
913256878,2018-12-04 09:52:00,68.39,0.9895364242355561,67.62,0.0,2.693430527924792,0.15204449353054691
913323461,2018-12-04 10:01:00,156.2,0.9877300371482192,154.205,0.0,5.3451215335460045,0.17686275178341349
913256878,2018-12-04 10:23:00,67.46,0.9895364242355561,66.6,0.0,2.693430527924792,0.15204449353054691
913256965,2018-12-04 12:29:00,110.73,0.9536675379332956,111.08,113.16,2.4327622929722486,0.8426591571918146
913323467,2018-12-04 13:38:00,138.14,0.9329481186508092,131.93,140.08,5.113918086947814,1.5452999391218114
913323916,2018-12-04 15:56:00,85.83,0.9360090265416923,91.28,94.98,2.8522788322097634,1.2916223395548942
913256714,2018-12-06 09:31:00,58.19,0.964516136898737,55.07,58.37,1.4563557445001305,0.7305403796106248
950052670,2018-12-06 10:29:00,41.64,0.9924274166800894,41.28,0.0,2.097450141524128,0.11924273719461727
950052670,2018-12-06 13:20:00,41.48,0.9924274166800894,41.1,0.0,2.097450141524128,0.11924273719461727
950052670,2018-12-07 09:32:00,42.79,0.9927574024835428,42.13,0.0,2.08334655998669,0.11396566645352627
950052670,2018-12-07 09:36:00,42.2739,0.9927574024835428,41.72,0.0,2.08334655998669,0.11396566645352627
913323467,2018-12-07 10:23:00,135.58,0.9227753490678211,124.61,0.0,5.559850799460106,1.77974496737427
913256878,2018-12-07 10:36:00,65.93,0.9882202656330298,65.13,0.0,2.7069640776494373,0.17217942222524493
913323516,2018-12-07 12:00:00,6.171,0.9696060512802508,6.26,6.37,0.1865781856506655,0.5473822527452521
913323916,2018-12-10 11:07:00,88.88,0.9473677646929904,86.26,89.84,3.085097155380777,1.1403802824968583
913255699,2018-12-11 11:02:00,105.65999999999998,0.9685090841989394,106.34,109.5,5.773571135852787,0.526379836745411
913256162,2018-12-12 09:31:00,35.255,0.9579210141931372,34.34,35.375,1.441032205689833,0.6975899860580778
913256773,2018-12-12 14:43:00,57.58,0.9731206513403603,57.24,58.34,1.5263628489065133,0.6890424798713786
913256422,2018-12-13 12:02:00,119.44,0.9482370844067245,118.44,122.76,3.4070364749636264,1.174599247646045
913256450,2018-12-17 09:31:00,56.255,0.8847091221559084,53.77,60.45,1.5337273593455953,4.0921029027839735
913324581,2018-12-17 10:28:00,53.27,0.9278332669638316,52.79,54.1076,0.9499945557010063,1.3702394964772262
913256955,2018-12-17 15:31:00,73.64,0.9404150108627557,70.92,74.7,2.6718945160027814,1.4028541036785356
913323916,2019-01-11 09:31:00,88.52,0.989261817326915,89.73,90.84,3.2635741335623965,0.19493185229601118
913256773,2019-01-16 10:52:00,54.04,0.9841777585592997,54.2753,54.96,1.4957341421092574,0.4557262928940529
913323461,2019-01-17 09:39:00,143.5,0.915102136609079,136.9,147.06,5.304781587604366,1.8944385774193981
913257399,2019-01-22 12:27:00,92.4946,0.9531943710180468,92.97,97.11,3.22020983739327,1.274391779907466
913324169,2019-01-22 13:03:00,50.88,0.9515078042287451,51.93,53.75,1.544940269009802,1.1605098462406378
913256419,2019-01-23 09:31:00,32.79,0.9710911049096446,33.26,34.75,0.9401897373544131,0.6864288773693442
913254235,2019-01-28 09:31:00,20.0307,0.952815930833432,20.5876,22.03,1.241114369553111,1.0888477718806653
913256171,2019-01-28 09:54:00,107.25,0.9622763683411455,117.13,121.59,3.9991082227611443,1.0916615001697219
913324210,2019-01-28 11:55:00,111.46,0.9583972378874985,115.33,117.78,2.114660108094365,1.1330326796113748
913256616,2019-01-29 09:31:00,140.54,0.9824998569380439,141.29,145.0,5.511234815943844,0.39193511452429075
913256878,2019-01-31 09:31:00,80.01,0.0,79.722,0.0,0.0,0.0
913323467,2019-01-31 09:31:00,149.2504,0.0,146.49,0.0,0.0,0.0
913256407,2019-01-31 09:31:00,96.48,0.0,96.05,0.0,0.0,0.0
950052670,2019-02-01 09:31:00,49.46,0.0,49.0,0.0,0.0,0.0
913323444,2019-02-01 09:31:00,66.3153,0.0,71.29,0.0,0.0,0.0
913257070,2019-02-04 10:00:00,89.46,0.9550396162371301,88.87,92.8,2.911558102143268,1.3022424943754234
913256162,2019-02-05 09:31:00,33.91,0.9667836037517623,38.68,40.0,1.4590830050233523,0.8701630190812049
913256858,2019-02-07 09:31:00,207.8467,0.0,206.73,0.0,0.0,0.0
