name,open_date,close_date,buy_price,sell_price,pnl,commission
913256878,2018-12-04 09:32:00,2018-12-04 09:53:00,68.39,67.55,-32.76000000000013,0.0078000000000000005
913323461,2018-12-04 09:45:00,2018-12-04 10:02:00,156.2,154.215,-31.759999999999764,0.0032
913256878,2018-12-04 09:54:00,2018-12-04 10:24:00,67.46,66.57,-78.32000000000005,0.0176
913256965,2018-11-30 09:35:00,2018-12-04 12:30:00,110.73,111.0,28.079999999999586,0.020800000000000003
913323467,2018-12-03 09:32:00,2018-12-04 13:39:00,138.14,131.89,-531.25,0.017
913323916,2018-11-23 09:32:00,2018-12-04 15:57:00,85.83,91.27,576242.8799999998,21.1854
913256714,2018-12-04 09:32:00,2018-12-06 09:32:00,58.19,55.05,-109.90000000000002,0.007
950052670,2018-12-06 10:17:00,2018-12-06 10:30:00,41.64,41.3,-5959.180000000059,3.5054000000000003
950052670,2018-12-06 12:44:00,2018-12-06 13:21:00,41.48,41.1,-6648.859999999921,3.4994
950052670,2018-12-07 09:32:00,2018-12-07 09:33:00,42.79,42.58,-2122.4700000000084,2.0214000000000003
950052670,2018-12-07 09:34:00,2018-12-07 09:37:00,42.2739,41.702,-5064.174499999995,1.7710000000000001
913323467,2018-12-07 09:32:00,2018-12-07 10:24:00,135.58,124.59,-29683.990000000023,0.5402
913256878,2018-12-07 09:41:00,2018-12-07 10:37:00,65.93,65.04,-16366.21000000001,3.6778
913323516,2018-12-06 09:57:00,2018-12-07 12:01:00,6.171,6.26,31099.091999999833,69.8856
913323916,2018-12-07 09:32:00,2018-12-10 11:08:00,88.88,86.27,-20112.659999999996,1.5412000000000001
913255699,2018-12-10 09:32:00,2018-12-11 11:03:00,105.65999999999998,106.34,3658.4000000001133,1.076
913256162,2018-12-11 09:38:00,2018-12-12 09:32:00,35.255,34.35,-8367.63000000001,1.8492000000000002
913256773,2018-12-11 09:32:00,2018-12-12 14:44:00,57.58,57.23,-19967.850000000082,11.4102
913256422,2018-12-10 14:10:00,2018-12-13 12:03:00,119.44,118.43,-8753.669999999922,1.7334
913256450,2018-11-26 09:32:00,2018-12-17 09:32:00,56.255,53.77,-1943.2699999999995,0.1564
913324581,2018-12-10 09:32:00,2018-12-17 10:29:00,53.27,52.775,-11650.815000000108,4.7074
913256955,2018-12-11 09:34:00,2018-12-17 15:32:00,73.64,70.93,-9064.949999999979,0.669
913323916,2019-01-10 09:32:00,2019-01-11 09:32:00,88.52,89.72,1.2000000000000028,0.0002
913256773,2019-01-14 09:32:00,2019-01-16 10:53:00,54.04,54.28,0.240000000000002,0.0002
913323461,2019-01-11 09:32:00,2019-01-17 09:40:00,143.5,137.2,-6.300000000000011,0.0002
913257399,2019-01-10 09:32:00,2019-01-22 12:28:00,92.4946,92.98,0.4853999999999985,0.0002
913324169,2019-01-10 09:32:00,2019-01-22 13:04:00,50.88,51.94,2.1199999999999903,0.0004
913256419,2019-01-22 13:05:00,2019-01-23 09:32:00,32.79,33.2553,0.46529999999999916,0.0002
913254235,2019-01-22 13:05:00,2019-01-28 09:32:00,20.0307,20.605,0.5743000000000009,0.0002
913256171,2019-01-07 10:19:00,2019-01-28 09:55:00,107.25,117.11,878299.22,17.8154
913324210,2019-01-10 09:32:00,2019-01-28 11:56:00,111.46,115.41,3.950000000000003,0.0002
913256616,2019-01-28 09:56:00,2019-01-29 09:32:00,140.54,141.44,2494.8000000000156,0.5544
913256878,2019-01-28 09:56:00,2019-01-31 09:32:00,80.01,79.83,-2625.6600000000994,2.9174
913323467,2019-01-28 09:56:00,2019-01-31 09:32:00,149.2504,146.61,-5378.4947999999995,0.40740000000000004
913256407,2019-01-30 09:32:00,2019-01-31 09:32:00,96.48,95.965,-1257.6300000000015,0.4884
950052670,2019-01-31 09:33:00,2019-02-01 09:32:00,49.46,48.75,-13454.500000000016,3.79
913323444,2019-01-10 09:32:00,2019-02-01 09:32:00,66.3153,71.28,9.929400000000015,0.0004
913257070,2019-01-28 09:56:00,2019-02-04 10:01:00,89.46,88.89,-6256.889999999925,2.1954000000000002
913256162,2019-01-10 09:32:00,2019-02-05 09:32:00,33.91,38.68,23.850000000000016,0.001
913256858,2019-01-31 09:33:00,2019-02-07 09:32:00,207.8467,206.665,-4252.938300000023,0.7198
913256171,2019-02-06 09:32:00,2019-02-07 09:32:00,122.8,119.24,-110.36000000000007,0.006200000000000001
950052670,2019-02-06 09:32:00,2019-02-07 09:32:00,52.3,50.735,-20.34499999999997,0.0026000000000000003
913256878,2019-02-06 09:32:00,2019-02-07 09:32:00,81.52,80.7,-22.139999999999816,0.0054
913323444,2019-02-06 09:32:00,2019-02-07 09:32:00,73.485,73.04,-8.899999999999864,0.004
913323461,2019-02-06 09:32:00,2019-02-07 09:32:00,175.69,174.52,-5.8499999999999375,0.001
913255610,2019-01-28 09:56:00,2019-02-07 09:32:00,83.88999999999999,87.5,48738.61000000018,2.7002
913257106,2019-01-28 09:56:00,2019-02-07 09:32:00,91.4034,91.66,2554.9661999999175,1.9914
913256955,2019-01-30 09:32:00,2019-02-07 09:32:00,80.2,87.2,12950.0,0.37
913323558,2019-02-05 09:32:00,2019-02-07 09:32:00,75.24,83.7155,109740.77400000014,2.5896000000000003
913256187,2019-01-28 09:56:00,2019-02-07 09:37:00,139.21,150.5799,53108.8029,0.9342
913256450,2019-01-28 09:56:00,2019-02-07 11:35:00,58.57000000000001,60.48,18234.7699999999,1.9094
913323312,2019-02-08 09:32:00,2019-02-11 14:46:00,24.32,23.295,-31882.624999999956,6.221
913257170,2019-02-07 09:33:00,2019-02-11 14:50:00,25.09,24.19,-145211.39999999976,32.269200000000005
913256714,2019-02-13 09:32:00,2019-02-13 10:00:00,58.87,57.58,-741.7499999999995,0.115
913256714,2019-02-13 10:01:00,2019-02-13 10:30:00,57.54999999999999,56.34,-525.1399999999942,0.0868
913256773,2019-02-12 09:32:00,2019-02-14 09:32:00,58.300000000000004,58.2,-7386.900000000105,14.773800000000001
913323573,2019-01-28 09:56:00,2019-02-19 09:32:00,287.04,301.36,25446.63999999999,0.3554
913323368,2019-02-19 09:32:00,2019-02-20 09:32:00,391.39,382.2,-983.3299999999997,0.021400000000000002
913256311,2019-01-28 09:56:00,2019-02-20 09:36:00,49.69,53.13,15287.36000000002,0.8888
913256407,2019-02-01 09:33:00,2019-02-21 14:48:00,97.3046,98.03,6945.705000000073,1.915
913256422,2019-02-15 09:32:00,2019-02-25 12:31:00,127.3103,125.97,-44814.27079999997,6.687200000000001
913324169,2019-02-21 09:32:00,2019-02-27 09:32:00,55.87,54.75,-16175.039999999963,2.8884000000000003
913324101,2019-02-22 09:32:00,2019-02-27 09:52:00,47.96,50.08,41361.19999999995,3.902
913255758,2019-02-13 09:32:00,2019-02-28 12:02:00,92.85,93.9,127.05000000000138,0.024200000000000003
913255699,2019-01-30 09:32:00,2019-03-01 09:49:00,119.81000000000002,135.21,13798.399999999992,0.1792
913323457,2019-01-28 09:56:00,2019-03-01 10:23:00,61.56,67.57,64300.9899999999,2.1398
913323916,2019-03-04 09:32:00,2019-03-04 10:32:00,126.63000000000001,123.24,-41313.93000000018,2.4374000000000002
913323916,2019-03-04 10:33:00,2019-03-04 11:46:00,123.3859,120.22,-39263.4918000001,2.4804
913256186,2019-01-28 09:56:00,2019-03-04 11:58:00,159.46,178.48,45058.379999999954,0.4738
913256164,2019-02-12 09:32:00,2019-03-04 12:19:00,246.92,253.51,7354.440000000004,0.2232
913257399,2019-03-01 09:32:00,2019-03-05 14:33:00,116.95,115.57,-16987.80000000012,2.462
913256396,2019-02-11 09:32:00,2019-03-06 09:32:00,106.21,104.65,-187.19999999999857,0.024
913256419,2019-02-06 09:32:00,2019-03-06 09:56:00,35.08,36.9507,97.27639999999997,0.010400000000000001
913256365,2019-01-28 09:56:00,2019-03-06 10:24:00,182.49,204.0,51129.269999999975,0.47540000000000004
913323916,2019-03-05 09:32:00,2019-03-06 10:33:00,122.52,121.24,-17963.520000000015,2.8068
913323680,2019-01-28 09:56:00,2019-03-07 09:53:00,164.8,175.96,33959.87999999999,0.6086
913323573,2019-03-07 09:32:00,2019-03-07 13:11:00,312.51,306.095,-14606.954999999918,0.4554
913323483,2019-01-28 09:56:00,2019-03-08 09:32:00,91.83,101.93,37016.50000000003,0.733
913323444,2019-02-08 09:32:00,2019-03-08 09:32:00,73.2236,75.57,17799.790399999914,1.5172
913323930,2019-03-07 09:32:00,2019-03-08 09:32:00,460.01000000000005,440.875,-16303.02000000004,0.1704
913323573,2019-03-07 13:12:00,2019-03-08 09:32:00,305.98,297.3516,-11165.149599999999,0.25880000000000003
913256714,2019-02-14 09:32:00,2019-03-08 09:33:00,56.71,54.98,-998.2100000000023,0.1154
913324581,2019-01-28 09:56:00,2019-03-18 11:28:00,50.625,56.1,97893.00000000003,3.576
913256365,2019-03-07 09:32:00,2019-03-22 09:32:00,202.81000000000003,202.6,-624.9600000001083,0.5952000000000001
913323461,2019-03-20 09:32:00,2019-03-22 10:50:00,180.255,180.68,837.6750000000225,0.3942
913255758,2019-03-20 09:32:00,2019-03-22 11:17:00,97.55,97.16,-847.0800000000013,0.4344
913256260,2019-01-28 09:56:00,2019-03-25 09:32:00,46.15,61.31,94931.92000000003,1.2524
913256186,2019-03-07 09:32:00,2019-03-25 09:32:00,178.0,175.56,-7222.399999999993,0.5920000000000001
913324169,2019-03-22 09:32:00,2019-03-25 09:32:00,55.24,53.76,-75.4800000000002,0.0102
913256878,2019-03-25 09:40:00,2019-03-28 11:29:00,85.43,85.21,-2253.4600000001337,2.0486
913254235,2019-03-29 09:32:00,2019-04-09 10:03:00,25.670100000000005,27.78,100659.10919999982,9.5416
913256311,2019-04-09 10:04:00,2019-04-10 15:52:00,64.38,64.13,-992.5,0.794
913256281,2019-04-10 09:32:00,2019-04-11 10:10:00,91.845,91.2993,-37.10759999999976,0.013600000000000001
913323930,2019-04-10 09:32:00,2019-04-17 09:38:00,505.18,497.01,-32.680000000000064,0.0008
913256965,2019-01-09 09:32:00,2019-04-17 09:54:00,107.96999999999998,129.55,18191.940000000024,0.1686
913324210,2019-03-06 09:32:00,2019-04-18 09:33:00,126.46999999999998,136.36,443863.2000000013,8.976
913323573,2019-03-11 09:32:00,2019-04-22 09:35:00,307.52,349.89,354001.35000000003,1.671
913257106,2019-04-11 09:32:00,2019-04-22 14:45:00,98.71,97.36,-2443.4999999999895,0.36200000000000004
913256773,2019-04-16 09:33:00,2019-04-25 09:32:00,54.83500000000001,55.92,1520.0849999999912,0.2802
913323558,2019-03-20 09:32:00,2019-04-25 09:38:00,83.31,88.78,29975.599999999995,1.096
913323467,2019-04-05 09:32:00,2019-04-26 09:34:00,172.83,176.26,168.06999999999894,0.0098
913256186,2019-04-29 09:32:00,2019-04-30 09:33:00,194.075,192.05,-38.47499999999957,0.0038
913323461,2019-04-29 09:32:00,2019-05-01 10:00:00,207.26,206.14,-26.88000000000011,0.0048000000000000004
913256407,2019-04-25 09:32:00,2019-05-01 15:55:00,110.02,109.73,-150.50999999999587,0.1038
913255610,2019-04-26 09:32:00,2019-05-01 15:56:00,97.04,105.0,30518.639999999978,0.7668
913323368,2019-04-09 10:04:00,2019-05-02 09:32:00,398.76,373.99,-65615.72999999995,0.5298
913256365,2019-05-02 09:32:00,2019-05-03 09:32:00,216.26,218.6,367.38000000000056,0.031400000000000004
913256450,2019-04-25 09:32:00,2019-05-06 09:32:00,70.64,67.2,-1723.439999999999,0.10020000000000001
913257034,2019-05-02 09:49:00,2019-05-06 09:32:00,232.46,229.2,-7478.440000000044,0.45880000000000004
913323467,2019-05-03 09:32:00,2019-05-06 09:32:00,176.8345,174.98,-222.5400000000002,0.024
913323461,2019-05-03 09:32:00,2019-05-06 09:32:00,206.92999999999998,199.465,-1254.1199999999958,0.033600000000000005
913256773,2019-05-03 09:32:00,2019-05-06 09:32:00,62.52,61.53,-4341.150000000009,0.877
913256858,2019-05-03 09:32:00,2019-05-06 09:33:00,243.26999999999998,244.58,107.42000000000252,0.0164
913256714,2019-04-23 09:32:00,2019-05-07 09:33:00,63.0,67.8,704433.5999999996,29.3514
913256955,2019-04-26 09:32:00,2019-05-07 09:50:00,95.835,94.465,-2670.129999999981,0.38980000000000004
913255699,2019-05-06 09:41:00,2019-05-07 09:50:00,132.98,131.785,-1281.0399999999927,0.2144
913323680,2019-05-06 09:32:00,2019-05-07 09:53:00,193.74,194.22,150.7199999999968,0.06280000000000001
913323483,2019-04-04 09:32:00,2019-05-08 09:41:00,117.01,118.6,11519.549999999921,1.449
913256260,2019-04-10 09:32:00,2019-05-09 09:32:00,64.62,68.01,111.87000000000002,0.0066
913256171,2019-05-03 13:54:00,2019-05-09 09:32:00,135.455,131.635,-2364.5800000000136,0.12380000000000001
913256186,2019-05-03 09:32:00,2019-05-13 09:34:00,192.72,187.5,-709.9199999999998,0.027200000000000002
913256187,2019-04-29 09:32:00,2019-05-13 10:07:00,177.23,167.1954,-371.28019999999935,0.0074
913324169,2019-05-06 10:22:00,2019-05-13 11:55:00,59.06000000000001,53.29,-14955.840000000026,0.5184
913323444,2019-05-14 09:33:00,2019-05-20 09:32:00,83.49,85.19,249815.0000000004,29.39
913256965,2019-05-22 09:42:00,2019-05-23 09:32:00,118.45000000000002,117.295,-26916.12000000036,4.6608
913254235,2019-05-22 09:56:00,2019-05-23 09:32:00,27.54,26.96,-37096.21999999989,12.7918
913323524,2019-05-02 09:32:00,2019-05-23 09:38:00,99.36,102.96,557.9999999999991,0.031
913256164,2019-05-06 09:32:00,2019-05-29 09:32:00,318.3789,300.94,-1656.695499999999,0.019
950052670,2019-05-28 09:35:00,2019-05-29 09:32:00,54.66,53.555,-90340.37999999974,16.351200000000002
913324581,2019-05-23 09:32:00,2019-05-29 10:46:00,58.49,57.64,-54121.20000000009,12.7344
913256878,2019-05-17 11:56:00,2019-05-29 11:13:00,77.84,79.02,1995.3799999999876,0.3382
913324210,2019-05-22 09:32:00,2019-05-29 11:55:00,143.14,139.55,-106181.42999999927,5.9154
913256363,2019-05-31 09:32:00,2019-06-03 09:56:00,61.975,60.77,-55009.45499999992,9.1302
950052670,2019-06-03 09:32:00,2019-06-03 09:59:00,56.07000000000001,53.88,-21733.56000000005,1.9848000000000001
913323916,2019-06-05 09:32:00,2019-06-05 10:28:00,108.9,105.24,-173725.56000000052,9.4932
913256311,2019-05-03 09:32:00,2019-06-11 11:30:00,66.83,74.3,1725.5699999999997,0.046200000000000005
913257501,2019-05-31 11:04:00,2019-06-13 10:07:00,66.915,66.0,-6480.030000000044,1.4164
913323916,2019-06-07 15:22:00,2019-06-14 09:32:00,107.64000000000001,104.035,-167477.48500000086,9.291400000000001
913256965,2019-06-13 09:36:00,2019-06-14 09:32:00,114.34,112.63,-121.41000000000057,0.0142
913323368,2019-06-17 09:32:00,2019-06-18 12:08:00,389.99,383.68,-14550.860000000006,0.4612
913256281,2019-06-18 09:32:00,2019-06-19 09:35:00,84.5,85.675,7100.524999999983,1.2086000000000001
913256616,2019-06-17 09:32:00,2019-06-21 09:49:00,148.5,151.015,6508.819999999965,0.5176000000000001
913323516,2019-06-19 09:32:00,2019-06-21 10:00:00,5.725,5.645,-4292.320000000004,10.7308
950052670,2019-06-21 09:32:00,2019-06-24 09:54:00,54.5,52.39,-204.66999999999996,0.0194
913323930,2019-06-18 09:32:00,2019-06-24 10:00:00,628.11,623.0071,-1398.1945999999937,0.0548
913256171,2019-06-17 11:05:00,2019-06-25 09:38:00,122.07,126.35,45787.44000000001,2.1396
913256407,2019-06-20 09:32:00,2019-06-25 12:38:00,110.95,109.65,-6125.599999999987,0.9424
913256260,2019-06-18 09:32:00,2019-06-25 12:44:00,68.46,70.51,5317.70000000003,0.5188
913255610,2019-06-19 09:32:00,2019-06-25 15:20:00,94.9318,95.635,3105.3312000000424,0.8832000000000001
913256419,2019-06-19 09:32:00,2019-06-25 15:54:00,39.81,38.935,-7824.25,1.7884
913324154,2019-06-27 09:32:00,2019-06-28 10:48:00,47.3,46.725,-312.2249999999977,0.1086
913323558,2019-06-14 09:32:00,2019-07-02 09:36:00,70.8129,81.11,20398.5551,0.3962
913256186,2019-06-27 09:32:00,2019-07-02 13:31:00,199.55,207.01,253.6399999999993,0.0068000000000000005
913324154,2019-07-01 09:32:00,2019-07-03 09:38:00,47.98,47.95,-5.549999999998896,0.037000000000000005
913323483,2019-07-01 09:32:00,2019-07-05 09:32:00,132.08,132.9,13.11999999999989,0.0032
913323524,2019-06-03 09:32:00,2019-07-05 09:48:00,107.65,115.69,22737.119999999977,0.5656
913256171,2019-07-01 09:32:00,2019-07-08 09:34:00,131.685,127.8,-376.8450000000005,0.0194
913256042,2019-06-13 09:36:00,2019-07-09 09:32:00,30.305,30.59,548.6250000000002,0.385
913256878,2019-07-09 09:36:00,2019-07-11 09:32:00,82.95,83.84,900.6800000000005,0.2024
913256965,2019-07-09 09:32:00,2019-07-11 10:18:00,119.67680000000001,118.97,-340.67760000000743,0.0964
913256714,2019-07-10 09:32:00,2019-07-16 10:17:00,75.14,75.1,-24.920000000003895,0.1246
913256365,2019-07-09 09:32:00,2019-07-16 15:10:00,236.92,241.47,805.350000000002,0.0354
913257170,2019-07-11 09:33:00,2019-07-17 09:32:00,27.030000000000005,26.1,-1368.0300000000047,0.2942
913256616,2019-07-11 09:32:00,2019-07-17 09:38:00,150.52,146.5,-4.02000000000001,0.0002
913323680,2019-07-09 09:32:00,2019-07-17 10:12:00,215.37,217.42,461.24999999999613,0.045000000000000005
913256419,2019-07-10 09:32:00,2019-07-18 13:26:00,40.35,39.31,-1293.7599999999989,0.24880000000000002
913323444,2019-07-10 09:32:00,2019-07-22 09:32:00,85.63,84.9,-356.969999999995,0.0978
913324210,2019-07-11 09:32:00,2019-07-22 09:33:00,150.26,151.68,2.840000000000032,0.0004
913256260,2019-07-01 09:32:00,2019-07-23 09:52:00,72.77,71.28,-37.24999999999987,0.005
913324169,2019-06-14 09:32:00,2019-07-25 09:32:00,56.02,64.47,16418.34999999999,0.3886
913256955,2019-06-14 10:16:00,2019-07-25 09:32:00,82.54,98.04,252092.0,3.2528
913256396,2019-06-27 09:32:00,2019-07-25 09:32:00,97.65,96.74,-61.880000000000734,0.013600000000000001
913256164,2019-07-18 09:32:00,2019-07-25 09:32:00,283.53,218.3,-20416.989999999987,0.0626
913323916,2019-07-10 09:32:00,2019-07-26 13:09:00,118.38,122.05,917.5000000000005,0.05
913323573,2019-07-26 09:32:00,2019-07-29 09:51:00,355.0,348.13,-8834.820000000005,0.25720000000000004
913323467,2019-06-26 09:32:00,2019-07-29 10:14:00,178.18,189.77,237525.46000000008,4.0988
913324169,2019-07-30 09:32:00,2019-07-31 09:32:00,63.89999999999999,61.935,-5871.419999999967,0.5976
950052670,2019-07-31 09:32:00,2019-07-31 11:31:00,53.97,52.32,-1712.6999999999985,0.2076
913323368,2019-07-29 11:52:00,2019-07-31 14:46:00,388.33,380.005,-48493.124999999935,1.165
913323461,2019-07-30 09:32:00,2019-07-31 14:50:00,207.685,208.7599,992.1326999999865,0.18460000000000001
913256955,2019-07-31 09:32:00,2019-07-31 14:51:00,96.42,94.01,-2202.739999999997,0.18280000000000002
913255699,2019-06-18 09:41:00,2019-07-31 14:52:00,121.34,135.1838,6824.993399999994,0.09860000000000001
913256858,2019-07-17 09:32:00,2019-07-31 14:55:00,283.76,279.34,-2974.6600000000108,0.1346
913256773,2019-07-30 09:32:00,2019-07-31 14:55:00,65.165,63.83,-30767.745000000185,4.6094
950052670,2019-07-31 12:02:00,2019-08-01 09:32:00,52.67,51.6,-1273.3000000000004,0.23800000000000002
913256955,2019-07-31 14:52:00,2019-08-01 09:32:00,93.78,94.72,10958.519999999973,2.3316
913257399,2019-07-31 09:32:00,2019-08-01 14:23:00,139.25,136.51,-1367.2600000000045,0.0998
913256363,2019-07-26 09:32:00,2019-08-02 09:47:00,65.86,64.66,-25744.80000000006,4.2908
913256422,2019-06-04 10:23:00,2019-08-02 15:56:00,118.94,128.96,531060.0000000006,10.6
913255758,2019-07-11 09:32:00,2019-08-05 09:32:00,112.435,111.38,-1.0550000000000068,0.0002
913257501,2019-08-02 09:32:00,2019-08-05 09:32:00,74.57,73.03,-37740.7799999998,4.901400000000001
913323516,2019-07-29 09:32:00,2019-08-05 09:46:00,6.225,6.21,-55.79999999999881,0.744
913255610,2019-08-19 09:32:00,2019-08-20 09:35:00,105.495,103.02,-695.4750000000024,0.0562
913324581,2019-08-19 09:32:00,2019-08-20 10:03:00,61.76,61.79,11.490000000000435,0.0766
913256171,2019-08-19 09:32:00,2019-08-23 15:57:00,114.07,115.04,451.0500000000061,0.093
913257106,2019-08-22 09:32:00,2019-08-27 12:36:00,106.5,103.465,-1050.1099999999988,0.0692
913257501,2019-08-27 09:32:00,2019-08-28 09:32:00,77.76,73.26,-315.0,0.014
913256407,2019-08-28 09:32:00,2019-08-30 09:32:00,96.4343,98.275,316.60040000000214,0.0344
913323573,2019-08-29 09:32:00,2019-08-30 09:32:00,339.36,252.1,-2530.5400000000004,0.0058000000000000005
913256171,2019-08-27 09:32:00,2019-08-30 10:30:00,112.53,101.36,-3161.1100000000006,0.056600000000000004
913256450,2019-08-30 09:32:00,2019-09-03 09:32:00,30.949999999999996,30.24,-9.229999999999965,0.0026000000000000003
913257399,2019-08-29 09:32:00,2019-09-06 09:32:00,145.78,151.12,315.0600000000002,0.0118
913256616,2019-09-04 09:32:00,2019-09-06 13:37:00,172.8664,162.42,-3186.152000000003,0.061000000000000006
913323444,2019-09-05 09:32:00,2019-09-09 09:33:00,83.18,83.53,0.6999999999999886,0.0004
913256365,2019-09-06 09:33:00,2019-09-09 09:53:00,267.85,263.11,-156.4200000000003,0.0066
913324581,2019-08-27 09:32:00,2019-09-09 14:23:00,63.92,63.39,-118.19000000000025,0.0446
913324210,2019-08-26 09:32:00,2019-09-10 09:33:00,155.75,157.24,330.780000000002,0.0444
913323483,2019-09-10 09:32:00,2019-09-10 10:10:00,139.66,135.89,-1945.3200000000052,0.1032
913323483,2019-09-10 10:11:00,2019-09-11 09:32:00,135.995,135.7,-226.85500000001224,0.15380000000000002
913323916,2019-09-05 09:32:00,2019-09-11 15:23:00,104.99,104.275,-0.7149999999999892,0.0002
913323558,2019-09-12 09:32:00,2019-09-13 09:32:00,83.825,82.07,-631.8000000000035,0.07200000000000001
913324101,2019-07-05 09:32:00,2019-09-16 09:32:00,47.41,62.9127,57328.98460000002,0.7396
913256363,2019-09-12 09:32:00,2019-09-16 09:32:00,65.455,63.91,-1752.030000000002,0.2268
913323368,2019-08-28 09:38:00,2019-09-16 14:01:00,378.14,382.86,160.48000000000093,0.0068000000000000005
913256419,2019-09-17 09:32:00,2019-09-18 09:36:00,40.26,40.37,944.4599999999951,1.7172
913323312,2019-09-18 09:32:00,2019-09-18 09:39:00,26.59,26.33,-13.520000000000081,0.010400000000000001
913323312,2019-09-18 09:40:00,2019-09-19 10:14:00,26.3,26.475,991.0250000000041,1.1326
913257170,2019-09-18 09:32:00,2019-09-19 10:39:00,27.34,27.13,-10.920000000000044,0.010400000000000001
913323516,2019-09-19 09:32:00,2019-09-20 14:34:00,6.36,6.28,-2481.600000000002,6.204000000000001
913323524,2019-09-20 09:32:00,2019-09-23 09:32:00,131.53,128.315,-315.07000000000033,0.0196
913256955,2019-09-20 09:32:00,2019-09-23 09:32:00,92.77,90.065,-1090.1149999999993,0.0806
